Event_Id,Investigation_Type,Accident_Number,Event_Date,City,State,County,State_FIPS,County_FIPS,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_Flight,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Report_Status,Publication_Date
20010820X01733 , Accident , LAX01FA270 , 08/05/2001 ,Weaverville,CA,TRINITY COUNTY,06,105,54, Weaverville/Pool , Fatal(1) , Destroyed ,  , N1109T , Beech , B36TC , No ,1, Reciprocating ,  ,  , Personal ,  ,1,2,1,  , VMC , TAKEOFF , Probable Cause , 11/25/2003 
20010904X01867 , Accident , DCA01MA056 , 08/05/2001 ,Washington,DC,DISTRICT OF COLUMBIA,11,001, DCA , Ronald Reagan National Airport , Fatal(1) , Minor ,  , N935HA , de Havilland , Dash 8-100 , No ,2, Turbo Prop ,  , SCHD ,  , Name ,1,  ,  ,32, VMC , TAXI , Probable Cause , 10/02/2002 
20010807X01619 , Accident , CHI01FA257 , 08/04/2001 ,Waterloo,IN,DEKALB COUNTY,18,033,  , Private , Fatal(2) , Substantial ,  , N6129M , Schweizer , 269C , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , UNKNOWN , Probable Cause , 06/25/2003 
20010807X01629 , Accident , CHI01FA256 , 08/04/2001 ,Rensselaer,IN,JASPER COUNTY,18,073,  ,  , Fatal(2) , Destroyed ,  , N30WS , Beech , E55 , No ,2, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 10/24/2002 
20010807X01626 , Accident , DEN01FA135 , 08/03/2001 ,Lusk,WY,NIOBRARA COUNTY,56,027,  ,  , Fatal(1) , Destroyed ,  , N7182N , Beech , V-35A , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 04/15/2003 
20010807X01617 , Accident , MIA01FA206 , 08/01/2001 ,Hilton Head,SC,BEAUFORT COUNTY,45,013, HXD , Hilton Head , Fatal(1) , Destroyed ,  , N1VY , Mitsubishi , MU-2B-35 , No ,2, Turbo Prop ,  ,  , Positioning ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 12/30/2003 
20010813X01666 , Accident , IAD01FA089 , 08/01/2001 ,Baltimore,MD,BALTIMORE CITY,24,510, BWI , BALTIMORE-WASHINGTON INTL , Fatal(2) , Destroyed ,  , N89FB , Bell , 206B , No ,1, Turbo Shaft ,  ,  , Aerial Observation ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 04/15/2003 
20010810X01652 , Accident , NYC01FA193 , 07/31/2001 ,Xenia,OH,GREENE COUNTY,39,057, FFO , Wright-Patterson AFB , Fatal(2) , Substantial ,  , N727AF , Beech , 95-B55 , No ,2, Reciprocating ,  ,  , Instructional ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 09/10/2002 
20010813X01676 , Accident , MIA01LA202 , 07/31/2001 ,St. Marys,GA,CAMDEN COUNTY,13,039,  ,  , Fatal(2) , Destroyed ,  , N41EH , Lancair ,360, Yes ,  , Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , CRUISE , Probable Cause , 11/25/2003 
20010807X01625 , Accident , DEN01FA133 , 07/30/2001 ,Henefer,UT,SUMMIT COUNTY,49,043,  ,  , Fatal(1) , Destroyed ,  , N533WW , Wilson , Glastar , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , CRUISE , Probable Cause , 07/25/2002 
20010816X01703 , Accident , ANC01FA093 , 07/30/2001 ,Haines,AK,HAINES BOROUGH,02,100,  ,  , Fatal(6) , Destroyed ,  , N39586 , Piper , PA-32-300 , No ,1, Reciprocating ,  , NSCH ,  ,  ,6,  ,  ,  , IMC , CRUISE , Probable Cause , 09/10/2002 
20010806X01608 , Accident , SEA01FA145 , 07/29/2001 ,Puyallup,WA,PIERCE COUNTY,53,053, 1S0 , PIERCE COUNTY - THUN FIELD , Fatal(6) , Destroyed ,  , N3479W , Piper , PA-32-260 , No ,1, Reciprocating ,  ,  , Personal ,  ,6,  ,  ,  , VMC , TAKEOFF , Probable Cause , 02/20/2002 
20010803X01590 , Accident , NYC01LA190 , 07/28/2001 ,Titusville,PA,CRAWFORD COUNTY,42,039, 6G1 , Titusville Airport , Fatal(1) , Destroyed ,  , N3919C , Holsclaw , Barnett J4B , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 06/18/2002 
20010803X01593 , Accident , NYC01FA189 , 07/28/2001 ,Westfield,MA,HAMPDEN COUNTY,25,013, BAF , BARNES MUNI , Fatal(1) , Destroyed ,  , N3DM , Piper , PA-46-350 , No ,1, Reciprocating ,  ,  , Personal ,  ,1,2,  ,  , VMC , GO-AROUND , Probable Cause , 08/26/2002 
20010801X01572 , Accident , MIA01LA199 , 07/28/2001 ,Pelham,GA,MITCHELL COUNTY,13,205,  , Flynt Crop Dusting Service , Fatal(1) ,  ,  , N8358G , Cessna , A188B , No ,1, Reciprocating ,  ,  , Aerial Application ,  ,1,  ,  ,1, VMC , STANDING , Probable Cause , 11/06/2001 
20010802X01585 , Accident , IAD01FA086 , 07/28/2001 ,Esperance,NY,SCHOHARIE COUNTY,36,095, NONE , Private Strip , Fatal(2) , Destroyed ,  , N1049Y , Aeronca , S-65-CA , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , CRUISE , Probable Cause , 05/13/2003 
20010801X01573 , Accident , FTW01FA171 , 07/28/2001 ,De Queen,AR,SEVIER COUNTY,05,133,  ,  , Fatal(4) , Destroyed ,  , N8324Z , Cessna ,205, No ,1, Reciprocating ,  ,  , Personal ,  ,4,  ,  ,  , VMC , DESCENT , Probable Cause , 02/20/2002 
20010801X01580 , Accident , CHI01LA243 , 07/26/2001 ,Wheeler,WI,DUNN COUNTY,55,033,  ,  , Fatal(1) , Substantial ,  , N986B , Bell , 47G-2 , No ,1, Reciprocating ,  ,  , Aerial Application ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 04/01/2003 
20010809X01646 , Accident , CHI01FA244 , 07/26/2001 ,Oshkosh,WI,WINNEBAGO COUNTY,55,139, OSH , WITTMAN REGIONAL , Fatal(1) , Destroyed , Airplane , N325HP , Schuchart , Stoddard HamiltonSH3 , Yes ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 05/18/2010 
20010830X01837 , Accident , ANC01WA091 , 07/26/2001 ,Yakutat,AK,YAKUTAT CITY AND BOROUGH,02,282,  ,  , Fatal(1) , Substantial ,  , N3800Q , Cessna ,185, No ,  ,  ,  , NSCH ,  ,  ,1,2,  ,  , VMC ,  ,FACTUAL, 08/30/2001 
20010803X01594 , Accident , CHI01LA237 , 07/24/2001 ,Goodview,MN,WINONA COUNTY,27,169,  ,  , Fatal(1) , Substantial ,  , N56CV , Veith , Kolb Sling Shot , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , CRUISE , Probable Cause , 12/06/2002 
20010725X01516 , Accident , CHI01FA235 , 07/24/2001 ,Oshkosh,WI,WINNEBAGO COUNTY,55,139, OSH , Witmann Regional , Fatal(1) , Destroyed ,  , N202RP , Payne , Giles G-202 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 09/10/2002 
20010731X01560 , Accident , ATL01FA093 , 07/24/2001 ,Anniston,AL,CALHOUN COUNTY,01,015, ANB , Annistion Metro , Fatal(2) , Destroyed ,  , N56920 , Boeing , Stearman PT-17 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 07/25/2002 
20010728X01548 , Accident , FTW01LA168 , 07/23/2001 ,Marion,TX,GUADALUPE COUNTY,48,187, 1TE4 , Zuehl Airport , Fatal(1) , Destroyed ,  , N393Y , Schnitz , FIIC-2 Goshawk , Yes ,1, Reciprocating ,  ,  , Flight Test ,  ,1,1,  ,  , VMC , TAKEOFF , Probable Cause , 07/01/2002 
20010803X01602 , Accident , CHI01FA234 , 07/22/2001 ,Benton,IL,FRANKLIN COUNTY,17,055, H96 , BENTON MUNI , Fatal(3) , Destroyed ,  , N235LA , Cessna ,177, No ,1, Reciprocating ,  ,  , Personal ,  ,3,  ,  ,  , VMC , TAKEOFF , Probable Cause , 04/18/2003 
20001206X01679 , Accident , CHI94DCG02 , 07/05/1994 ,EXCELSIOR SPRGS,MO,CALLAWAY COUNTY,29,027,  , MCCANLES FARM AIRSTRIP , Fatal(1) , Destroyed ,  , N7965V , AERO COMMANDER , CALAIR A-9B , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,1,0,0,0, VMC , MANEUVERING , Probable Cause , 05/09/1995 
20010730X01553 , Accident , MIA01FA193 , 07/21/2001 ,Black Mountain,NC,BUNCOMBE COUNTY,37,021,  ,  , Fatal(1) , Destroyed ,  , N396PM , Piper , PA-46-350P , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , IMC , CRUISE , Probable Cause , 01/02/2002 
20010730X01554 , Accident , MIA01FA192 , 07/21/2001 ,Bamberg,SC,BAMBERG COUNTY,45,009, 99N , BAMBERG COUNTY , Fatal(1) , Destroyed ,  , N5058S , Beech , BE-35-F35 , No ,1, Reciprocating ,  ,  , Positioning ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 08/26/2003 
20010730X01556 , Accident , CHI01FA233 , 07/21/2001 ,Chenoa,IL,MCLEAN COUNTY,17,113, 11LL , THACKER , Fatal(2) , Substantial ,  , N27AP , Piper , PA-32-260 , No ,1, Reciprocating ,  ,  , Business ,  ,2,  ,  ,  , VMC , TAKEOFF , Probable Cause , 04/18/2003 
20010727X01532 , Accident , CHI01FA232 , 07/21/2001 ,Poplar Grove,IL,BOONE COUNTY,17,007, C77 , Poplar Grove , Fatal(2) , Destroyed ,  , N303SM , Smith , Kelly-D , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 09/20/2002 
20010727X01533 , Accident , CHI01FA230 , 07/21/2001 ,Grafton,IA,WORTH COUNTY,19,195,  ,  , Fatal(2) , Destroyed ,  , N6062E , Beech , K35 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , CRUISE , Probable Cause , 12/06/2002 
20010803X01603 , Accident , LAX01FA253 , 07/20/2001 ,Palm Springs,CA,RIVERSIDE COUNTY,06,065,  ,  , Fatal(2) , Destroyed ,  , N25063 , McDougall , VERI EZE , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , CRUISE , Probable Cause , 07/31/2006 
20010726X01521 , Accident , CHI01FA220 , 07/19/2001 ,EDEN PRAIRIE,MN,HENNEPIN COUNTY,27,053, FCM , Flying Cloud Airport , Fatal(1) , Destroyed ,  , N2HW , Mooney , M-20R , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , CLIMB , Probable Cause , 08/26/2002 
20010727X01541 , Accident , NYC01FA178 , 07/18/2001 ,Sidney,NY,DELAWARE COUNTY,36,025, N23 , Sydney Airport , Fatal(3) , Destroyed ,  , N117HS , Beech , 58-TC , No ,2, Reciprocating ,  ,  , Executive/Corporate ,  ,3,  ,  ,  , IMC , GO-AROUND , Probable Cause , 04/18/2003 
20010730X01557 , Accident , CHI01FA218 , 07/17/2001 ,Oak Creek,WI,MILWAUKEE COUNTY,55,079, MKE , GENERAL MITCHELL INTERNATIONAL , Fatal(1) , Destroyed ,  , N1448Z , Cessna , 310R , No ,2, Reciprocating ,  , NSCH ,  , HEARTLAND AVIATION INC ,1,  ,  ,  , IMC , APPROACH , Probable Cause , 11/25/2003 
20010724X01487 , Accident , NYC01FA172 , 07/15/2001 ,Bridgeville,DE,SUSSEX COUNTY,10,005, DE17 , Sugar Hill Airport , Fatal(1) , Substantial ,  , N5962S , Beech , A23-24 , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 06/18/2002 
20010813X01678 , Accident , ANC01FA084 , 07/15/2001 ,Bettles,AK,YUKON-KOYUKUK CENSUS AREA,02,290,  ,  , Fatal(4) , Substantial ,  , N9237E , Maule , M-5-235C , No ,1, Reciprocating ,  ,  , Personal ,  ,4,  ,  ,  , VMC , UNKNOWN , Probable Cause , 07/02/2002 
20010727X01547 , Accident , LAX01LA244 , 07/14/2001 ,CAMERON PARK,CA,EL DORADO COUNTY,06,017,  ,  , Fatal(1) , Destroyed ,  , N104BD , LEVITSKY , BD-5T , Yes ,1, Turbo Prop ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 09/29/2004 
20010726X01522 , Accident , CHI01LA212 , 07/14/2001 ,Camdenton,MO,CAMDEN COUNTY,29,029, H21 , CAMDENTON MEMORIAL , Fatal(1) , Destroyed ,  , N109WR , Reitz , Mohawk 1 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 04/18/2003 
20130820X12942 , Accident , WPR13FA380 , 08/18/2013 ,Cataldo,ID,ADA COUNTY,16,001,  , N/A , Fatal(1) , Substantial , Airplane , N9028Q , NELSON , KR-2 , Yes ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1,  ,  ,  , VMC ,  , Probable Cause , 05/08/2014 
20010719X01457 , Accident , CHI01FA206 , 07/13/2001 ,CARTERVILLE,MO,JASPER COUNTY,29,097, JLN , Joplin Regional Airport , Fatal(6) , Destroyed ,  , N91WC , Beech , E-55 , No ,2, Reciprocating ,  ,  , Personal ,  ,6,  ,  ,  , IMC , APPROACH , Probable Cause , 09/09/2002 
20010717X01448 , Accident , ATL01FA082 , 07/12/2001 ,Resaca,GA,GORDON COUNTY,13,129, 0A5 , Zack Airstrip , Fatal(2) , Substantial ,  , N71917 , Luscombe , 8A , No ,1, Reciprocating ,  ,  , Instructional ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 04/01/2003 
20010716X01435 , Accident , MIA01LA181 , 07/11/2001 ,Kissimmee,FL,OSCEOLA COUNTY,12,097, ISM , Kissimmee Municipal , Fatal(1) , Destroyed ,  , N720BF , Floback , Lancair 4 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , DESCENT , Probable Cause , 05/28/2002 
20010910X01912 , Accident , CHI01FA204 , 07/11/2001 ,West Lafayette,IN,TIPPECANOE COUNTY,18,157,  ,  , Fatal(1) , Substantial ,  , N8955J , Piper , PA-28-180 , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 05/13/2003 
20010714X01431 , Accident , SEA01FA127 , 07/10/2001 ,Cottonwood,ID,IDAHO COUNTY,16,049,  ,  , Fatal(1) , Destroyed ,  , N4947X , Rockwell , S-2R-1200 , No ,1, Reciprocating ,  ,  , Aerial Application ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 10/24/2002 
20010713X01420 , Accident , NYC01FA169 , 07/10/2001 ,Medford,NJ,BURLINGTON COUNTY,34,005, VAY , South Valley Regional , Fatal(2) , Destroyed ,  , N9616U , Grumman American , AA-1C , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , APPROACH , Probable Cause , 02/20/2002 
20020712X01108 , Accident , LAX02LA215 , 07/05/2002 ,Incline Village,NV,WASHOE COUNTY,32,031,  ,  , Fatal(1) , Substantial ,  , N818JF , Rolladen-Schneider , LS8-18 , Yes ,0,  ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 10/28/2004 
20010712X01397 , Accident , ATL01LA077 , 07/07/2001 ,Sebring,FL,HIGHLANDS COUNTY,12,055, SEF , Sebring Regional , Fatal(1) , Substantial ,  , N3395H , Kenneth West , ARV 582 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 08/26/2002 
20010710X01355 , Accident , LAX01LA237 , 07/06/2001 ,San Andreas,CA,CALAVERAS COUNTY,06,009,  ,  , Fatal(1) , Substantial ,  , N50912 , Aeronca , O-58B , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , DESCENT , Probable Cause , 02/05/2002 
20001214X45062 , Accident , FTW84LA042 , 11/04/1983 ,FREEMASON IS.,LA,EAST BATON ROUGE PARISH,22,033,  ,  , Fatal(1) , Destroyed ,  , N61394 , CESSNA , A185F , No ,1, Reciprocating ,  ,  , Personal ,  ,1,0,3,0, VMC , TAKEOFF , Probable Cause ,  
20010712X01402 , Accident , NYC01FA158 , 07/02/2001 ,Queen Anne,MD,PRINCE GEORGE'S COUNTY,24,033,  ,  , Fatal(1) , Destroyed , Airplane , N526GC , Moravan , Zlin 526F , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1,1,  ,  , VMC , MANEUVERING , Probable Cause , 12/12/2013 
20010705X01310 , Accident , CHI01LA194 , 07/02/2001 ,Sedalia,MO,PETTIS COUNTY,29,159, DMO , Sedalia Memorial Airport , Fatal(1) , Destroyed ,  , N902GH , Houston , Challenger II , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 06/18/2002 
20040126X00108 , Accident , LAX01FA222 , 06/25/2001 ,Lakeside,CA,SAN DIEGO COUNTY,06,073, SEE , Gillespie Field , Fatal(1) , Destroyed ,  , N22CR , Beech , 35-B33 , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 06/02/2004 
20010627X01268 , Accident , FTW01LA152 , 06/25/2001 ,Hammond,LA,TANGIPAHOA PARISH,22,105, HDC , Hammond Muni Airport , Fatal(1) , Destroyed ,  , N149 , Mottier , RV-6 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 05/21/2002 
20010708X01327 , Accident , ANC01GA075 , 06/25/2001 ,King Salmon,AK,BRISTOL BAY BOROUGH,02,060,  ,  , Fatal(1) , Substantial ,  , N7050 , Piper , PA-18-150 , No ,1, Reciprocating ,  ,  , Public Aircraft ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 06/04/2002 
20040511X00587 , Accident , ATL04LA109 , 05/05/2004 ,Cummings,GA,DEKALB COUNTY,13,089, GA27 , Mathis Airport , Fatal(1) , Substantial ,  , N8KD , Bergmann , RANS S-12 XL Airaile , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , LANDING , Probable Cause , 07/07/2005 
20010629X01290 , Accident , FTW01FA151 , 06/24/2001 ,McAlester,OK,PITTSBURG COUNTY,40,121, MLC , McAlester Regional Airport , Fatal(1) , Destroyed ,  , N3962H , Ercoupe (Eng & Research Corp.) , 415-CD , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , UNKNOWN , Probable Cause , 02/20/2002 
20010628X01278 , Accident , MIA01LA170 , 06/23/2001 ,LaBelle,FL,HENDRY COUNTY,12,051,  ,  , Fatal(2) , Substantial ,  , None , Unknown , DragonFly B , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , APPROACH , Probable Cause , 04/25/2002 
20010709X01336 , Accident , IAD01FA070 , 06/22/2001 ,GREENWICH,CT,FAIRFIELD COUNTY,09,001, HPN , WESTCHESTER COUNTY , Fatal(1) , Destroyed ,  , N13VH , Piper , PA-32R-301 , No ,1, Reciprocating ,  ,  , Business ,  ,1,  ,  ,  , IMC , GO-AROUND , Probable Cause , 04/18/2003 
20010625X01253 , Accident , CHI01LA182 , 06/21/2001 ,COLUMBIA,MO,BOONE COUNTY,29,019,  ,  , Fatal(1) , Destroyed ,  , N20WR , Mooney , M20J , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , CLIMB , Probable Cause , 04/08/2003 
20010627X01269 , Accident , CHI01LA181 , 06/21/2001 ,Ann Arbor,MI,WASHTENAW COUNTY,26,161, ARB , ANN ARBOR MUNI , Fatal(2) , Destroyed ,  , N24898 , Masko , Mustang MII , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 06/18/2002 
20001213X27186 , Accident , ATL89FA035 , 11/14/1988 ,MOHAWK,TN,DAVIDSON COUNTY,47,037, PVT , COOPER FIELD , Fatal(2) , Destroyed ,  , N9575F , HUGHES , 269C , No ,1, Reciprocating ,  ,  , Instructional ,  ,2,0,0,0, VMC , APPROACH , Probable Cause , 01/24/1990 
20010702X01292 , Accident , NYC01LA148 , 06/16/2001 ,Oswego,NY,OSWEGO COUNTY,36,075,  ,  , Fatal(1) , Destroyed ,  , N58594 , Cessna , 182P , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 06/04/2002 
20010621X01238 , Accident , NYC01FA147 , 06/16/2001 ,Newfane,VT,WINDHAM COUNTY,50,025, VT43 , Onyon Airport , Fatal(1) , Substantial ,  , N7106T , Cessna ,172, No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 02/20/2002 
20110723X90556 , Accident , ERA11LA415 , 07/20/2011 ,Dewees Island,SC,CHARLESTON COUNTY,45,019,  ,  , Fatal(2) , Substantial , Airplane , None , Polaris , Polar Star , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,2,  ,  ,  , VMC ,  , Probable Cause , 11/07/2012 
20010622X01241 , Accident , MIA01FA165 , 06/16/2001 ,Manteo,NC,DARE COUNTY,37,055, MQI , Dare County Regional Airport , Fatal(1) , Destroyed ,  , N11912 , Cessna , 150L , No ,1, Reciprocating ,  ,  , Other Work Use ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 05/30/2003 
20010619X01203 , Accident , LAX01FA212 , 06/16/2001 ,Flagstaff,AZ,COCONINO COUNTY,04,005, FLG , Flagstaff Pulliam , Fatal(1) , Substantial ,  , N424E , Schultz , Lancair IV-P , Yes ,1, Reciprocating ,  ,  , Positioning ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 03/30/2004 
20010727X01543 , Accident , IAD01LA078 , 06/16/2001 ,Laconia,NH,BELKNAP COUNTY,33,001, LCI , Laconia Municipal Airport , Fatal(1) , Substantial ,  , None , Patalivo , Dominator , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAXI , Probable Cause , 09/10/2002 
20010621X01233 , Accident , CHI01FA180 , 06/16/2001 ,La Crosse,WI,LA CROSSE COUNTY,55,063, LSE , LA CROSSE MUNI , Fatal(2) , Destroyed ,  , N301FM , Potez-Air Fouga , CM 170 , No ,2, Turbo Jet ,  ,  , Business ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 05/30/2003 
20010621X01227 , Accident , MIA01FA163 , 06/15/2001 ,Waveland,MS,HANCOCK COUNTY,28,045,  ,  , Fatal(1) , Destroyed ,  , N4734R , Cessna , 172RG , No ,1, Reciprocating ,  ,  , Other Work Use ,  ,1,  ,  ,  , VMC , CRUISE , Probable Cause , 09/20/2002 
20010627X01261 , Accident , NYC01FA145 , 06/14/2001 ,Fulton,KY,FULTON COUNTY,21,075,  ,  , Fatal(2) , Destroyed ,  , N82562 , Aeronca , 7DC , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 02/20/2002 
20010627X01274 , Accident , LAX01FA208 , 06/14/2001 ,Lanai City,HI,MAUI COUNTY,15,009, LNY , LANAI , Fatal(1) , Destroyed ,  , N319FC , Piper , PA-28-140 , No ,1, Reciprocating ,  ,  , Instructional ,  ,1,1,  ,  , VMC , CRUISE , Probable Cause , 09/29/2004 
20010618X01195 , Accident , MIA01FA162 , 06/13/2001 ,Fort Lauderdale,FL,BROWARD COUNTY,12,011, FLL , Ft. Lauderdale-Hollywood In'tl , Fatal(1) , Destroyed ,  , YV2466P , Beech , C90 , No ,2, Turbo Prop ,  ,  , Personal ,  ,1,2,  ,  , VMC , APPROACH , Probable Cause , 08/28/2002 
20010620X01225 , Accident , NYC01FA141 , 06/11/2001 ,Honesdale,PA,WAYNE COUNTY,42,127,  ,  , Fatal(3) , Destroyed ,  , N450M , Cessna , P210N , No ,1, Turbo Prop ,  ,  , Other Work Use ,  ,3,  ,  ,  , VMC , MANEUVERING , Probable Cause , 10/23/2002 
20010614X01180 , Accident , SEA01LA116 , 06/10/2001 ,Custer,WA,WHATCOM COUNTY,53,073,  ,  , Fatal(2) , Destroyed ,  , N52BG , Yakovlev , YAK 52 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 06/03/2002 
20001211X13128 , Accident , DEN93FA097 , 08/03/1993 ,CLINES CORNERS,NM,TORRANCE COUNTY,35,057,  ,  , Fatal(1) , Destroyed ,  , N23459 , CESSNA , 172M , No ,1, Reciprocating ,  ,  , Personal ,  ,1,0,0,0, IMC , CRUISE , Probable Cause , 09/26/1994 
20140411X23317 , Accident , ERA14FA192 , 04/11/2014 ,Hugheston,WV,KANAWHA COUNTY,54,039,  , N/A , Fatal(2) , Destroyed , Airplane , N39965 , PIPER , PA-32RT-300T , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,2,  ,  ,  , VMC ,  , Probable Cause , 03/09/2016 
20010613X01164 , Accident , MIA01FA151 , 06/06/2001 ,Monroe,NC,UNION COUNTY,37,179, EQY , Monroe Airport , Fatal(3) , Destroyed ,  , N4780H , Mooney , M-20J , No ,1, Reciprocating ,  ,  , Personal ,  ,3,  ,  ,  , VMC , APPROACH , Probable Cause , 04/18/2003 
20010607X01093 , Accident , FTW01LA136 , 06/06/2001 ,Powhatan,AR,LAWRENCE COUNTY,05,075, NONE , Cavenaugh Air Strip , Fatal(1) , Destroyed ,  , N48721 , Grumman-Schweizer , G-164B , No ,1, Turbo Prop ,  ,  , Aerial Application ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 06/03/2002 
20010613X01169 , Accident , LAX01FA199 , 06/04/2001 ,Big Bear City,CA,SAN BERNARDINO COUNTY,06,071, L35 , Big Bear City , Fatal(1) , Destroyed ,  , N5413S , Piper , PA-28-180 , No ,1, Reciprocating ,  ,  , Instructional ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 03/02/2004 
20010608X01129 , Accident , MIA01FA152 , 06/03/2001 ,JACKSON,TN,MADISON COUNTY,47,113, KMKL , McKellar-Sipes Regional , Fatal(5) , Destroyed ,  , N31XL , Piper , PA-31-T2 , No ,2, Turbo Prop ,  ,  , Executive/Corporate ,  ,5,  ,  ,  , VMC , CRUISE , Probable Cause , 10/23/2002 
20010618X01196 , Accident , LAX01FAMS02 , 06/03/2001 ,LYTLE CREEK,CA,SAN BERNARDINO COUNTY,06,071,  ,  , Fatal(1) , Destroyed ,  , N8253W , Piper , PA-28-181 , No ,  ,  ,  ,  , Personal ,  ,1,  ,  ,  , VMC , UNKNOWN , Probable Cause , 11/30/2007 
